Unit,Unit No.,Floor Plan Code,Net sf,Occupancy Status,"Enter ""F"" for Future Lease",Market Rent,Lease Start Date,Lease Expiration,"Enter individual charge codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns. RENT",CONC/SPECL,Balance,PETFEE,CARPORT,PARKING,HOUSING,Occupancy Status / Code,"Enter ""F"" for Future Lease / Code",MTOM,PETRENT,GARAGE,Concession,Garbage,Pet Fee,Rent,Pet Rent,Pest Fee,Trash,Insurance Fee,Lease Rent,Required Deposit,Dep On Hand,TRASH,Occupancy Code,"Enter ""F"" for Future Lease.1",MTM,Occupancy Status Code,Occupied Since,Other Income,CABORT,REFERRAL,Move-Out Date,"Enter ""F"" for Future Lease Code",Month To Month,Enter Future Lease,CONC/SUBSIDY,FUTURE_RENT,Enter Other Lease Charge Codes Here,SH,CONC/SUB,PEST,MAINTENANCE,"Enter individual charge codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns. RENT: 1190",Occupationally Accurate Market...,FARE,Rojas Jose,Occupied,"Enter individual charge codes into the blue cells below (ex. rent, maintenance, petfee, etc). For each unit, enter charge amounts in the corresponding columns. RENT","Enter individual charge codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns.:",Enter other rental charges here,Enter other credit amounts here,Insurance,Market Rent Code,Lease Start Date Code,Lease Expiration Code,Occupancy Status Code^1,"Enter ""F"" for Future Lease Code^1",Market Rent Code^1,Lease Start Date Code^1,Lease Expiration Code^1,Map Code,"Enter Individual Charge Codes into the blue cells below (ex. rent, conc, petf, etc). For each unit, enter charge amounts in the corresponding columns. RENT",Occupied Net sf,Legal and Other Non-Refundable Fees,Enter F for Future Lease,Market Rent.1,Lease Start Date.1,Lease Expiration.1,Occupied.1,Actual Rent,Resident Deposit,Other Deposit,Occupancy Influences,Occupied by
1218,1218,B1,1176.0,Occupied,F,1425.0,2019-12-08,2020-12-31,1425.0,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,1218,A2,867.0,Occupied,F,1155.0,2023-09-01,2024-09-30,1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,1218,A2,867.0,Occupied,F,1155.0,2024-09-30,2024-09-30,1008.0,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,1218,A2,867.0,Occupied,,1175.0,2019-07-01,2020-08-31,1175.0,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13782,13782,B1,1176.0,Occupied,,1440.0,2018-06-01,2019-06-30,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,1215,A2,867.0,Occupied,,1190.0,2018-12-01,2019-12-31,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234A,1234A,B2,1124.0,Occupied,F,1200.0,2024-05-01,2025-04-30,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234A,1234A,A2,867.0,Occupied,,1138.0,2018-07-17,2019-08-16,1138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338A,1338A,B2,947.0,Occupied,,1225.0,2018-07-23,2019-08-22,1133.0,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12208,12208,A2,867.0,Occupied,,1180.0,2018-05-15,2019-07-14,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12208,12208,A2,867.0,Occupied,F,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12208,12208,A1,736.0,Occupied,,1093.0,2019-05-30,2020-06-30,1240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12208,12208,A1,736.0,Occupied,,1103.0,2018-10-01,2019-11-30,1093.0,,,,35.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12208,12208,A2,867.0,Occupied,,1160.0,2018-02-28,2019-03-30,1160.0,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12208,12208,A2,867.0,Occupied,F,1160.0,2019-05-01,2020-01-31,1160.0,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12208,12208,B2,1251.0,Occupied,,1480.0,2019-06-01,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-06-01,241.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12208,12208,B2,1259.0,Occupied,,1520.0,2018-04-12,2019-05-11,1478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12208,12208,B2,1251.0,Occupied,,1530.0,2017-12-20,2019-02-19,1488.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,236,A2,867.0,Occupied,,1200.0,2019-03-01,2019-08-31,1275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234W,1234W,A2,867.0,Occupied,,1190.0,2020-01-23,2021-03-22,1190.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,2371,A2,720.0,Occupied-NTV,,1093.0,2018-09-28,2019-10-31,1083.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,139,60212c1,1076.0,Occupied,,1200.0,2018-12-28,2021-01-31,1210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,1234,A2,867.0,Occupied,,1190.0,2019-02-08,2020-03-07,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,1234,A2,867.0,Occupied,,1175.0,2018-11-15,2019-12-31,1195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,1234,A1,736.0,Occupied,F,1070.0,2023-09-30,2024-09-30,1070.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510A,1510A,B2,1446.0,Occupied,,1545.0,2019-01-01,2019-06-30,1491.0,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,237,A2,867.0,Vacant,,1165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2374A,2374A,A1,736.0,Occupied,,1078.0,2019-07-27,2020-08-26,1078.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354E,2354E,A1,736.0,Occupied,,1093.0,2019-07-05,2020-07-31,0.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354E,2354E,A1,736.0,Occupied,F,1093.0,2021-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560A,3560A,A1AF,561.0,Occupied,F,919.0,2018-11-01,2019-10-31,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3560A,3560A,A1AF,561.0,Occupied,F,919.0,2019-10-31,2020-10-31,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,942.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,1440,A1,522.0,Occupied,,635.0,2019-05-10,2020-05-10,,,,,,,,,,,,,,,,,,,,,,,,,FUTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440,1440,A2,867.0,Occupied,,1175.0,2019-05-05,2020-06-30,1185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14360B,14360B,A1,522.0,Occupied,,759.0,2019-05-09,2020-05-31,329.0,,,,,,430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434D,1434D,A2,654.0,Occupied,,1021.0,2019-03-05,2020-03-31,1021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,140,60212c2,1227.0,Occupied,,1140.0,2019-07-17,2020-07-31,160.0,110.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,1345,A2,647.0,Occupied,,1011.0,2018-08-20,2019-10-19,1011.0,-252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13860,13860,A2,736.0,Occupied,,1078.0,2019-05-01,2020-04-30,1028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240B,1240B,A2,886.0,Occupied,,889.0,2018-07-21,2019-08-20,879.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240B,1240B,A2,886.0,Occupied,F,889.0,2019-07-31,2019-08-20,909.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,144,A2,647.0,Occupied,,970.0,2019-03-01,2020-02-29,970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,144,A1,522.0,Occupied,,1003.0,2019-06-24,2020-06-30,521.0,,,,,,,,,,502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440L,1440L,A2,647.0,Occupied,,1005.0,2019-04-26,2020-05-26,989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14130,14130,A2,783.0,Occupied,,1125.0,2018-09-15,2019-10-14,1125.0,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12480N,12480N,A1,736.0,Occupied,,1111.0,2019-04-04,2020-04-30,1111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,1003,60212d1,1153.0,Occupied,,1110.0,2018-10-01,2019-09-30,1108.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,1003,60212c1,1153.0,ad5207,Ashley Jones,1260.0,2017-05-15,2018-05-31,,,7975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,223,60201,949.0,VACANT,F,970.0,2022-12-19,2023-12-31,970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,1385,A2,647.0,Occupied,,971.0,2018-11-01,2019-10-31,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14280,14280,A2,647.0,Occupied,,975.0,2018-09-12,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14280,14280,A2,867.0,Occupied,,1235.0,2019-02-23,2020-03-31,1205.0,,,,,,,Occupied,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14360R,14360R,A1,736.0,Occupied,F,1103.0,2019-05-02,2020-04-30,1103.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,1448,A2,647.0,Occupied,,995.0,2019-06-01,2019-11-30,917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,1226,A1,522.0,Occupied,,735.0,2019-04-26,2020-05-31,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,1226,A1,736.0,Occupied,,1103.0,2018-10-27,2019-12-26,1093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,1226,A1,736.0,Occupied,F,1103.0,2019-05-24,2020-06-30,1093.0,-545.0,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,1226,A2,867.0,Occupied,,905.0,2018-08-15,2019-09-30,895.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,1224,A2,867.0,Occupied,,1155.0,2018-08-11,2019-09-30,1253.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,1224,A2,864.0,Occupied,F,1189.0,2023-08-31,2024-09-30,1189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,1224,A2,867.0,Occupied,F,1190.0,2023-06-30,2024-06-30,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,1224,A2,867.0,Occupied,,1190.0,2019-02-09,2020-03-08,1190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,1224,A2,867.0,Occupied-NTV,,1180.0,2018-06-09,2019-08-08,1190.0,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456B,1456B,A1,522.0,Occupied,,635.0,2019-09-11,2020-09-30,,,,,,,636.0,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,124,A1,522.0,Occupied,,705.0,2019-06-21,2019-08-31,695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,124,A1,736.0,Occupied,,1093.0,2018-10-01,2019-10-31,1083.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,124,A2,867.0,Occupied,,1190.0,2019-04-05,2020-05-31,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,224,60207c3,895.0,Occupied,,910.0,2019-06-01,2020-08-31,859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238W,1238W,A1,736.0,Occupied,,1078.0,2018-08-01,2019-09-30,1068.0,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,1426,A3,1196.0,Occupied,,1440.0,2018-09-01,2019-10-31,1376.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11558,11558,A1,736.0,Occupied,,1078.0,2019-05-11,2020-06-30,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,1235,A1,736.0,Vacant,,1103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,1235,A1,736.0,Occupied,,1103.0,2019-02-28,2020-03-31,1103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,1438,A2,867.0,Occupied,,1180.0,2019-04-23,2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,1238,A1,736.0,Occupied,,1093.0,2019-04-01,2020-04-30,1103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,1238,A2,867.0,Occupied,,1170.0,2018-08-08,2019-09-30,1170.0,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,1238,A2,867.0,Occupied,,1185.0,2019-02-01,2020-03-31,1185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,1238,A2,867.0,Occupied,,1180.0,2019-03-16,2020-05-15,1180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564A,3564A,C1A,1206.0,Occupied,F,1329.0,2011-06-24,2019-12-31,1162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3564A,3564A,C1A,1206.0,Occupied,F,1329.0,2020-01-01,2020-12-31,1213.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,1420,C1,1206.0,Occupied,,1455.0,2018-10-20,2019-11-19,1455.0,-1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348B,2348B,A1,736.0,Occupied,,1078.0,2019-02-23,2020-04-30,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,225,60212c3,1227.0,Occupied,,1130.0,2018-09-08,2019-10-07,,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566A,3566A,B2A,1042.0,Occupied,,1099.0,2013-08-30,2019-12-29,,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566A,3566A,B2A,1042.0,Occupied,F,1099.0,2019-12-30,2020-12-29,,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566B,3566B,B2AF,1042.0,Occupied,,1299.0,2020-06-01,2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey,3566C,B2AF,1042.0,Occupied,,1299.0,2019-07-09,2020-07-08,,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1068.0,,0.0,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387E,1387E,A2,867.0,Occupied,,1180.0,2019-09-22,2020-10-21,1180.0,,,,,,,Occupied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566E,3566E,B2AP,1042.0,Occupied,,1199.0,2017-10-12,2020-01-11,,,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1074.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566F,3566F,B2AF,1042.0,Occupied,F,1299.0,2019-05-31,2019-11-30,1022.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566F,3566F,B2AF,1042.0,Occupied,F,1299.0,2020-11-30,2020-11-30,1073.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3566G,3566G,B2AP,1042.0,Occupied-NTV,,1199.0,2016-07-29,2019-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,234,A2,867.0,Occupied,,1175.0,2019-05-01,2020-04-30,1238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568A,3568A,A1AF,561.0,Occupied,F,919.0,2018-11-01,2019-10-31,854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568A,3568A,A1AF,561.0,Occupied,F,919.0,2019-10-31,2020-10-31,914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368A,2368A,A1,512.0,Occupied,,730.0,2019-06-01,2019-11-30,751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,226,60212a2,886.0,Occupied,,1250.0,2019-02-13,2020-04-30,1250.0,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344B,2344B,A1,522.0,Occupied,F,739.0,2019-07-01,2020-06-30,739.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2368B,2368B,A1,640.0,Occupied,,1071.0,2019-04-01,2020-03-31,1061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568E,3568E,A1AF,561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568E,3568E,A1AF,561.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568F,3568F,A1A,561.0,Occupied,F,789.0,2014-10-03,2019-12-31,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568F,3568F,A1A,561.0,Occupied,F,789.0,2020-01-01,2020-12-31,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344D,2344D,A1,736.0,Occupied,,1103.0,2019-04-01,2020-03-31,1103.0,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,2344,A1,736.0,Occupied,,1093.0,2019-01-11,2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,2344,A1,522.0,Occupied,,755.0,2019-04-06,2020-04-30,694.0,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11430A,11430A,A2,867.0,Occupied,,1180.0,2019-01-18,2020-03-17,,,0.0,,,,,,,,,,,,,1180.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,1210,A2,867.0,Occupied,,1125.0,2018-12-01,2019-10-31,1125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,1210,A2,867.0,Occupied,,1220.0,2019-02-01,2020-02-29,1220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
